
  N E M O A G E 0.32.6b DMI [06 Mar 2025]

  Copyright (C) 2006-2025 The Authors
  This is free software; see the source for copying
  conditions. There is NO warranty; not even for 
  MERCHANTABILITY or FITNESS FOR A PARTICULAR PURPOSE.
  Repository: https://bitbucket.org/ecoevo/nemo-age-release
  Support: nemo-simul@googlegroups.com
-----------------------------------------------------------
reading parameters from "ini_files/run/transects_p40_r03_neutral_k30_b0.03.ini"
setting random seed from input value: 9999

>>>> WARNING::"quanti_allele_value" has less values than the number of loci, allelic values will be recycled among loci.

--- SIMULATION 1/1 ---- [ transects_p40_r03_neutral_k30_b0.03 ]

    start: 10-02-2026 14:48:23
    mode: overwrite
    population: 4 stages, 625 patches
    traits: quant(0)
    LCEs: quanti_init(0), breed_disperse(1), seed_disperse(2), regulation(3), save_stats(4), aging_multi(5), save_files(6)
    outputs: results/neutral/transects/p40/r03/run/{*.log, quanti/*.quanti, *.txt}


    replicate 1/20 [14:48:23] 1/1000                
    replicate 1/20 [14:48:23] 1/1000
>>>> WARNING::offspring containers are not empty at time of breeding, flushing.

    replicate 1/20 [14:48:23] 2/1000
    replicate 1/20 [14:48:23] 3/1000
    replicate 1/20 [14:48:23] 4/1000
    replicate 1/20 [14:48:23] 5/1000
    replicate 1/20 [14:48:23] 6/1000
    replicate 1/20 [14:48:23] 7/1000
    replicate 1/20 [14:48:23] 8/1000
    replicate 1/20 [14:48:23] 9/1000
    replicate 1/20 [14:48:23] 10/1000
    replicate 1/20 [14:48:23] 11/1000
    replicate 1/20 [14:48:23] 12/1000
    replicate 1/20 [14:48:23] 13/1000
    replicate 1/20 [14:48:23] 14/1000
    replicate 1/20 [14:48:23] 15/1000
    replicate 1/20 [14:48:23] 16/1000
    replicate 1/20 [14:48:23] 17/1000
    replicate 1/20 [14:48:23] 18/1000
    replicate 1/20 [14:48:23] 19/1000
    replicate 1/20 [14:48:23] 20/1000
    replicate 1/20 [14:48:23] 21/1000
    replicate 1/20 [14:48:23] 22/1000
    replicate 1/20 [14:48:23] 23/1000
    replicate 1/20 [14:48:23] 24/1000
    replicate 1/20 [14:48:23] 25/1000
    replicate 1/20 [14:48:23] 26/1000
    replicate 1/20 [14:48:23] 27/1000
    replicate 1/20 [14:48:23] 28/1000
    replicate 1/20 [14:48:23] 29/1000
    replicate 1/20 [14:48:23] 30/1000
    replicate 1/20 [14:48:23] 31/1000
    replicate 1/20 [14:48:23] 32/1000
    replicate 1/20 [14:48:23] 33/1000
    replicate 1/20 [14:48:23] 34/1000
    replicate 1/20 [14:48:23] 35/1000
    replicate 1/20 [14:48:23] 36/1000
    replicate 1/20 [14:48:23] 37/1000
    replicate 1/20 [14:48:23] 38/1000
    replicate 1/20 [14:48:23] 39/1000
    replicate 1/20 [14:48:23] 40/1000
    replicate 1/20 [14:48:23] 41/1000
    replicate 1/20 [14:48:23] 42/1000
    replicate 1/20 [14:48:24] 43/1000
    replicate 1/20 [14:48:24] 44/1000
    replicate 1/20 [14:48:24] 45/1000
    replicate 1/20 [14:48:24] 46/1000
    replicate 1/20 [14:48:24] 47/1000
    replicate 1/20 [14:48:24] 48/1000
    replicate 1/20 [14:48:24] 49/1000
    replicate 1/20 [14:48:24] 50/1000
    replicate 1/20 [14:48:24] 51/1000
    replicate 1/20 [14:48:24] 52/1000
    replicate 1/20 [14:48:24] 53/1000
    replicate 1/20 [14:48:24] 54/1000
    replicate 1/20 [14:48:24] 55/1000
    replicate 1/20 [14:48:24] 56/1000
    replicate 1/20 [14:48:24] 57/1000
    replicate 1/20 [14:48:24] 58/1000
    replicate 1/20 [14:48:24] 59/1000
    replicate 1/20 [14:48:24] 60/1000
    replicate 1/20 [14:48:24] 61/1000
    replicate 1/20 [14:48:24] 62/1000
    replicate 1/20 [14:48:24] 63/1000
    replicate 1/20 [14:48:24] 64/1000
    replicate 1/20 [14:48:25] 65/1000
    replicate 1/20 [14:48:25] 66/1000
    replicate 1/20 [14:48:25] 67/1000
    replicate 1/20 [14:48:25] 68/1000
    replicate 1/20 [14:48:25] 69/1000
