
  N E M O A G E 0.32.6b DMI [06 Mar 2025]

  Copyright (C) 2006-2025 The Authors
  This is free software; see the source for copying
  conditions. There is NO warranty; not even for 
  MERCHANTABILITY or FITNESS FOR A PARTICULAR PURPOSE.
  Repository: https://bitbucket.org/ecoevo/nemo-age-release
  Support: nemo-simul@googlegroups.com
-----------------------------------------------------------
reading parameters from "ini_files/run/transects_p10_r01_sel_O_k30_b0.03.ini"
setting random seed from input value: 9999

>>>> WARNING::"quanti_allele_value" has less values than the number of loci, allelic values will be recycled among loci.

--- SIMULATION 1/1 ---- [ transects_p10_r01_sel_O_k30_b0.03 ]

    start: 10-02-2026 14:32:51
    mode: overwrite
    population: 4 stages, 625 patches
    traits: quant(0)
    LCEs: quanti_init(0), breed_disperse(1), seed_disperse(2), viability_selection(3), regulation(4), save_stats(5), aging_multi(6), save_files(7)
    outputs: results/sel_O/transects/p10/r01/run/{*.log, quanti/*.quanti, *.txt}


    replicate 1/20 [14:32:51] 1/1000                
    replicate 1/20 [14:32:51] 1/1000
>>>> WARNING::offspring containers are not empty at time of breeding, flushing.

    replicate 1/20 [14:32:51] 2/1000
    replicate 1/20 [14:32:51] 3/1000
    replicate 1/20 [14:32:51] 4/1000
    replicate 1/20 [14:32:51] 5/1000
    replicate 1/20 [14:32:51] 6/1000
    replicate 1/20 [14:32:51] 7/1000
    replicate 1/20 [14:32:51] 8/1000
    replicate 1/20 [14:32:51] 9/1000
    replicate 1/20 [14:32:51] 10/1000
    replicate 1/20 [14:32:51] 11/1000
    replicate 1/20 [14:32:51] 12/1000
    replicate 1/20 [14:32:51] 13/1000
    replicate 1/20 [14:32:51] 14/1000
    replicate 1/20 [14:32:51] 15/1000
    replicate 1/20 [14:32:51] 16/1000
    replicate 1/20 [14:32:51] 17/1000
    replicate 1/20 [14:32:51] 18/1000
    replicate 1/20 [14:32:51] 19/1000
    replicate 1/20 [14:32:51] 20/1000
    replicate 1/20 [14:32:51] 21/1000
    replicate 1/20 [14:32:51] 22/1000
    replicate 1/20 [14:32:51] 23/1000
    replicate 1/20 [14:32:51] 24/1000
    replicate 1/20 [14:32:51] 25/1000
    replicate 1/20 [14:32:51] 26/1000
    replicate 1/20 [14:32:51] 27/1000
    replicate 1/20 [14:32:51] 28/1000
    replicate 1/20 [14:32:51] 29/1000
    replicate 1/20 [14:32:51] 30/1000
    replicate 1/20 [14:32:51] 31/1000
    replicate 1/20 [14:32:51] 32/1000
    replicate 1/20 [14:32:51] 33/1000
    replicate 1/20 [14:32:51] 34/1000
    replicate 1/20 [14:32:51] 35/1000
    replicate 1/20 [14:32:51] 36/1000
    replicate 1/20 [14:32:51] 37/1000
    replicate 1/20 [14:32:51] 38/1000
    replicate 1/20 [14:32:51] 39/1000
    replicate 1/20 [14:32:51] 40/1000
    replicate 1/20 [14:32:51] 41/1000
    replicate 1/20 [14:32:52] 42/1000
    replicate 1/20 [14:32:52] 43/1000
    replicate 1/20 [14:32:52] 44/1000
    replicate 1/20 [14:32:52] 45/1000
    replicate 1/20 [14:32:52] 46/1000
    replicate 1/20 [14:32:52] 47/1000
    replicate 1/20 [14:32:52] 48/1000
    replicate 1/20 [14:32:52] 49/1000
    replicate 1/20 [14:32:52] 50/1000
    replicate 1/20 [14:32:52] 51/1000
    replicate 1/20 [14:32:52] 52/1000
    replicate 1/20 [14:32:52] 53/1000
    replicate 1/20 [14:32:52] 54/1000
    replicate 1/20 [14:32:52] 55/1000
    replicate 1/20 [14:32:52] 56/1000
    replicate 1/20 [14:32:52] 57/1000
    replicate 1/20 [14:32:52] 58/1000
    replicate 1/20 [14:32:52] 59/1000
    replicate 1/20 [14:32:52] 60/1000
    replicate 1/20 [14:32:52] 61/1000
    replicate 1/20 [14:32:52] 62/1000
    replicate 1/20 [14:32:52] 63/1000
    replicate 1/20 [14:32:52] 64/1000
    replicate 1/20 [14:32:52] 65/1000
    replicate 1/20 [14:32:52] 66/1000
    replicate 1/20 [14:32:52] 67/1000
    replicate 1/20 [14:32:52] 68/1000
    replicate 1/20 [14:32:52] 69/1000
    replicate 1/20 [14:32:52] 70/1000
    replicate 1/20 [14:32:52] 71/1000
    replicate 1/20 [14:32:52] 72/1000
    replicate 1/20 [14:32:52] 73/1000
    replicate 1/20 [14:32:52] 74/1000
    replicate 1/20 [14:32:52] 75/1000
    replicate 1/20 [14:32:52] 76/1000
    replicate 1/20 [14:32:52] 77/1000
    replicate 1/20 [14:32:52] 78/1000
    replicate 1/20 [14:32:52] 79/1000
    replicate 1/20 [14:32:52] 80/1000
    replicate 1/20 [14:32:52] 81/1000
    replicate 1/20 [14:32:52] 82/1000
    replicate 1/20 [14:32:53] 83/1000
    replicate 1/20 [14:32:53] 84/1000
    replicate 1/20 [14:32:53] 85/1000
    replicate 1/20 [14:32:53] 86/1000
    replicate 1/20 [14:32:53] 87/1000
    replicate 1/20 [14:32:53] 88/1000
    replicate 1/20 [14:32:53] 89/1000
    replicate 1/20 [14:32:53] 90/1000
    replicate 1/20 [14:32:53] 91/1000
    replicate 1/20 [14:32:53] 92/1000
    replicate 1/20 [14:32:53] 93/1000
    replicate 1/20 [14:32:53] 94/1000
    replicate 1/20 [14:32:53] 95/1000
    replicate 1/20 [14:32:53] 96/1000
    replicate 1/20 [14:32:53] 97/1000
    replicate 1/20 [14:32:53] 98/1000
    replicate 1/20 [14:32:53] 99/1000
    replicate 1/20 [14:32:53] 100/1000
    replicate 1/20 [14:32:55] 200/1000
    replicate 1/20 [14:32:58] 300/1000
    replicate 1/20 [14:33:00] 400/1000
    replicate 1/20 [14:33:02] 500/1000
    replicate 1/20 [14:33:04] 600/1000
    replicate 1/20 [14:33:06] 700/1000
    replicate 1/20 [14:33:08] 800/1000
    replicate 1/20 [14:33:11] 900/1000
    replicate 1/20 [14:33:13] 1000/1000
    replicate 2/20 [14:33:13] 1/1000                
    replicate 2/20 [14:33:13] 1/1000
>>>> WARNING::offspring containers are not empty at time of breeding, flushing.

    replicate 2/20 [14:33:13] 2/1000
    replicate 2/20 [14:33:13] 3/1000
    replicate 2/20 [14:33:13] 4/1000
    replicate 2/20 [14:33:13] 5/1000
    replicate 2/20 [14:33:13] 6/1000
    replicate 2/20 [14:33:13] 7/1000
    replicate 2/20 [14:33:13] 8/1000
    replicate 2/20 [14:33:13] 9/1000
    replicate 2/20 [14:33:13] 10/1000
    replicate 2/20 [14:33:13] 11/1000
    replicate 2/20 [14:33:13] 12/1000
    replicate 2/20 [14:33:13] 13/1000
    replicate 2/20 [14:33:13] 14/1000
    replicate 2/20 [14:33:13] 15/1000
    replicate 2/20 [14:33:13] 16/1000
    replicate 2/20 [14:33:13] 17/1000
    replicate 2/20 [14:33:13] 18/1000
    replicate 2/20 [14:33:13] 19/1000
    replicate 2/20 [14:33:13] 20/1000
    replicate 2/20 [14:33:13] 21/1000
    replicate 2/20 [14:33:13] 22/1000
    replicate 2/20 [14:33:13] 23/1000
    replicate 2/20 [14:33:13] 24/1000
    replicate 2/20 [14:33:13] 25/1000
    replicate 2/20 [14:33:13] 26/1000
    replicate 2/20 [14:33:13] 27/1000
    replicate 2/20 [14:33:14] 28/1000
    replicate 2/20 [14:33:14] 29/1000
    replicate 2/20 [14:33:14] 30/1000
    replicate 2/20 [14:33:14] 31/1000
    replicate 2/20 [14:33:14] 32/1000
    replicate 2/20 [14:33:14] 33/1000
    replicate 2/20 [14:33:14] 34/1000
    replicate 2/20 [14:33:14] 35/1000
    replicate 2/20 [14:33:14] 36/1000
    replicate 2/20 [14:33:14] 37/1000
    replicate 2/20 [14:33:14] 38/1000
    replicate 2/20 [14:33:14] 39/1000
    replicate 2/20 [14:33:14] 40/1000
    replicate 2/20 [14:33:14] 41/1000
    replicate 2/20 [14:33:14] 42/1000
    replicate 2/20 [14:33:14] 43/1000
    replicate 2/20 [14:33:14] 44/1000
    replicate 2/20 [14:33:14] 45/1000
    replicate 2/20 [14:33:14] 46/1000
    replicate 2/20 [14:33:14] 47/1000
    replicate 2/20 [14:33:14] 48/1000
    replicate 2/20 [14:33:14] 49/1000
    replicate 2/20 [14:33:14] 50/1000
    replicate 2/20 [14:33:14] 51/1000
    replicate 2/20 [14:33:14] 52/1000
    replicate 2/20 [14:33:14] 53/1000
    replicate 2/20 [14:33:14] 54/1000
    replicate 2/20 [14:33:14] 55/1000
    replicate 2/20 [14:33:14] 56/1000
    replicate 2/20 [14:33:14] 57/1000
    replicate 2/20 [14:33:14] 58/1000
    replicate 2/20 [14:33:14] 59/1000
    replicate 2/20 [14:33:14] 60/1000
    replicate 2/20 [14:33:14] 61/1000
    replicate 2/20 [14:33:14] 62/1000
    replicate 2/20 [14:33:14] 63/1000
    replicate 2/20 [14:33:14] 64/1000
    replicate 2/20 [14:33:14] 65/1000
    replicate 2/20 [14:33:14] 66/1000
    replicate 2/20 [14:33:14] 67/1000
    replicate 2/20 [14:33:14] 68/1000
    replicate 2/20 [14:33:14] 69/1000
    replicate 2/20 [14:33:14] 70/1000
    replicate 2/20 [14:33:15] 71/1000
    replicate 2/20 [14:33:15] 72/1000
    replicate 2/20 [14:33:15] 73/1000
    replicate 2/20 [14:33:15] 74/1000
    replicate 2/20 [14:33:15] 75/1000
    replicate 2/20 [14:33:15] 76/1000
    replicate 2/20 [14:33:15] 77/1000
    replicate 2/20 [14:33:15] 78/1000
    replicate 2/20 [14:33:15] 79/1000
    replicate 2/20 [14:33:15] 80/1000
    replicate 2/20 [14:33:15] 81/1000
    replicate 2/20 [14:33:15] 82/1000
    replicate 2/20 [14:33:15] 83/1000
    replicate 2/20 [14:33:15] 84/1000
    replicate 2/20 [14:33:15] 85/1000
    replicate 2/20 [14:33:15] 86/1000
    replicate 2/20 [14:33:15] 87/1000
    replicate 2/20 [14:33:15] 88/1000
    replicate 2/20 [14:33:15] 89/1000
    replicate 2/20 [14:33:15] 90/1000
    replicate 2/20 [14:33:15] 91/1000
    replicate 2/20 [14:33:15] 92/1000
    replicate 2/20 [14:33:15] 93/1000
    replicate 2/20 [14:33:15] 94/1000
    replicate 2/20 [14:33:15] 95/1000
    replicate 2/20 [14:33:15] 96/1000
    replicate 2/20 [14:33:15] 97/1000
    replicate 2/20 [14:33:15] 98/1000
    replicate 2/20 [14:33:15] 99/1000
    replicate 2/20 [14:33:15] 100/1000
    replicate 2/20 [14:33:17] 200/1000
    replicate 2/20 [14:33:20] 300/1000
