
  N E M O A G E 0.32.6b DMI [06 Mar 2025]

  Copyright (C) 2006-2025 The Authors
  This is free software; see the source for copying
  conditions. There is NO warranty; not even for 
  MERCHANTABILITY or FITNESS FOR A PARTICULAR PURPOSE.
  Repository: https://bitbucket.org/ecoevo/nemo-age-release
  Support: nemo-simul@googlegroups.com
-----------------------------------------------------------
reading parameters from "ini_files/run/one_cluster_p10_r04_neutral_k30_b0.03.ini"
setting random seed from input value: 9999

>>>> WARNING::"quanti_allele_value" has less values than the number of loci, allelic values will be recycled among loci.

--- SIMULATION 1/1 ---- [ one_cluster_p10_r04_neutral_k30_b0.03 ]

    start: 10-02-2026 14:17:12
    mode: overwrite
    population: 4 stages, 625 patches
    traits: quant(0)
    LCEs: quanti_init(0), breed_disperse(1), seed_disperse(2), regulation(3), save_stats(4), aging_multi(5), save_files(6)
    outputs: results/neutral/one_cluster/p10/r04/run/{*.log, quanti/*.quanti, *.txt}


    replicate 1/20 [14:17:12] 1/1000                
    replicate 1/20 [14:17:12] 1/1000
>>>> WARNING::offspring containers are not empty at time of breeding, flushing.

    replicate 1/20 [14:17:12] 2/1000
    replicate 1/20 [14:17:12] 3/1000
    replicate 1/20 [14:17:12] 4/1000
    replicate 1/20 [14:17:12] 5/1000
    replicate 1/20 [14:17:12] 6/1000
    replicate 1/20 [14:17:12] 7/1000
    replicate 1/20 [14:17:12] 8/1000
    replicate 1/20 [14:17:12] 9/1000
    replicate 1/20 [14:17:12] 10/1000
    replicate 1/20 [14:17:12] 11/1000
    replicate 1/20 [14:17:12] 12/1000
    replicate 1/20 [14:17:12] 13/1000
    replicate 1/20 [14:17:12] 14/1000
    replicate 1/20 [14:17:12] 15/1000
    replicate 1/20 [14:17:12] 16/1000
    replicate 1/20 [14:17:12] 17/1000
    replicate 1/20 [14:17:12] 18/1000
    replicate 1/20 [14:17:12] 19/1000
    replicate 1/20 [14:17:12] 20/1000
    replicate 1/20 [14:17:12] 21/1000
    replicate 1/20 [14:17:12] 22/1000
    replicate 1/20 [14:17:12] 23/1000
    replicate 1/20 [14:17:12] 24/1000
    replicate 1/20 [14:17:13] 25/1000
    replicate 1/20 [14:17:13] 26/1000
    replicate 1/20 [14:17:13] 27/1000
    replicate 1/20 [14:17:13] 28/1000
    replicate 1/20 [14:17:13] 29/1000
    replicate 1/20 [14:17:13] 30/1000
    replicate 1/20 [14:17:13] 31/1000
    replicate 1/20 [14:17:13] 32/1000
    replicate 1/20 [14:17:13] 33/1000
    replicate 1/20 [14:17:13] 34/1000
    replicate 1/20 [14:17:13] 35/1000
    replicate 1/20 [14:17:13] 36/1000
    replicate 1/20 [14:17:13] 37/1000
    replicate 1/20 [14:17:13] 38/1000
    replicate 1/20 [14:17:13] 39/1000
    replicate 1/20 [14:17:13] 40/1000
    replicate 1/20 [14:17:13] 41/1000
    replicate 1/20 [14:17:13] 42/1000
    replicate 1/20 [14:17:13] 43/1000
    replicate 1/20 [14:17:13] 44/1000
    replicate 1/20 [14:17:13] 45/1000
    replicate 1/20 [14:17:13] 46/1000
    replicate 1/20 [14:17:13] 47/1000
    replicate 1/20 [14:17:13] 48/1000
    replicate 1/20 [14:17:13] 49/1000
    replicate 1/20 [14:17:13] 50/1000
    replicate 1/20 [14:17:13] 51/1000
    replicate 1/20 [14:17:13] 52/1000
    replicate 1/20 [14:17:13] 53/1000
    replicate 1/20 [14:17:13] 54/1000
    replicate 1/20 [14:17:13] 55/1000
    replicate 1/20 [14:17:13] 56/1000
    replicate 1/20 [14:17:13] 57/1000
    replicate 1/20 [14:17:13] 58/1000
    replicate 1/20 [14:17:13] 59/1000
    replicate 1/20 [14:17:13] 60/1000
    replicate 1/20 [14:17:13] 61/1000
    replicate 1/20 [14:17:13] 62/1000
    replicate 1/20 [14:17:13] 63/1000
    replicate 1/20 [14:17:14] 64/1000
    replicate 1/20 [14:17:14] 65/1000
    replicate 1/20 [14:17:14] 66/1000
    replicate 1/20 [14:17:14] 67/1000
    replicate 1/20 [14:17:14] 68/1000
    replicate 1/20 [14:17:14] 69/1000
    replicate 1/20 [14:17:14] 70/1000
    replicate 1/20 [14:17:14] 71/1000
    replicate 1/20 [14:17:14] 72/1000
    replicate 1/20 [14:17:14] 73/1000
    replicate 1/20 [14:17:14] 74/1000
    replicate 1/20 [14:17:14] 75/1000
    replicate 1/20 [14:17:14] 76/1000
    replicate 1/20 [14:17:14] 77/1000
    replicate 1/20 [14:17:14] 78/1000
    replicate 1/20 [14:17:14] 79/1000
    replicate 1/20 [14:17:14] 80/1000
    replicate 1/20 [14:17:14] 81/1000
    replicate 1/20 [14:17:14] 82/1000
    replicate 1/20 [14:17:14] 83/1000
    replicate 1/20 [14:17:14] 84/1000
    replicate 1/20 [14:17:14] 85/1000
    replicate 1/20 [14:17:14] 86/1000
    replicate 1/20 [14:17:14] 87/1000
    replicate 1/20 [14:17:14] 88/1000
    replicate 1/20 [14:17:14] 89/1000
    replicate 1/20 [14:17:14] 90/1000
    replicate 1/20 [14:17:14] 91/1000
    replicate 1/20 [14:17:14] 92/1000
